1078	우/으우		u/euu	e.	FINAL, QUESTION	어디 가우?	Where are you going?	150 | 0.43
1079	그리구		geurigu	conj.	and	그리구 밤에는 뭐 하세요?	And what do you do at night?	150 | 0.10
1080	밭		bat	n.	field, farm	고구마 밭에서 하루 종일 일했거든요.	We worked at the sweet potato farm all day.	150 | 0.64
1081	사상	1	sasang	n.	ideology	사상의 차이로 그들은 가까워질 수 없었어.	They couldn’t bridge the gap because of differences in ideology.	150 | 0.82
1082	약간	1	yakgan	adv.	little, somewhat	음식이 약간 남았어.	There is a little food left.	150 | 0.73
1083	과연		gwayeon	adv.	indeed, sure enough	과연 그의 말을 어디까지 믿어야 할까요?	Indeed, how much do we need to trust what he says?	150 | 0.90
1084	짝		jjak	n.	partner, pair	지민이가 내 짝이야.	Jimin is my partner.	149 | 0.61
1085	뛰다	1	ttwida	v.	run	그는 트랙을 한 시간 뛰었다.	He ran track for an hour.	149 | 0.74
1086	조건		jogeon	n.	condition; terms; qualification	회사는 어떤 조건을 제시했나요?	What conditions did the company present?	149 | 0.92
1087	요	4	yo	adn.	this	요 자리는 어때요?	What about this seat?	149 | 0.28
1088	스님		seunim	n.	Buddhist monk	스님은 어느 절에 계십니까?	What temple does the monk stay in?	149 | 0.97
1089	굿		gut	n.	gut (traditional Korean exorcism)	거리에서 굿을 공연했다.	They performed gut on the street.	149 | 0.45
1090	가리키다		garikida	v.	point	선생님이 어딘가를 가리켰다.	The teacher pointed to somewhere.	149 | 0.78
1091	감정		gamjeong	n.	emotion, feeling	아버지는 감정을 잘 안 드러내셔.	My father does not show emotion well.	149 | 0.97
1092	골		gol	n.	goal (in sports)	민서가 두 골이나 넣었네.	Minseo had two goals.	149 | 0.70
1093	팔	2	pal	num.	eight	팔 개월 동안 서울에 머물 겁니다.	I will stay in Seoul for eight months.	149 | 0.25
1094	인생		insaeng	n.	life	인생은 자기 노력과 운에 달려 있지요.	Life depends on your hard work and luck.	149 | 0.94
1095	준비		junbi	n.	preparation	서연이는 결혼 준비로 바빠.	Seoyeon is busy with preparations for her wedding.	148 | 0.92
1096	존재		jonjae	n.	existence	나는 나란 존재에 대해 생각하고 있어요.	I am thinking about my existence.	148 | 0.89
1097	올해		olhae	n.	this year	올해 수출 실적이 5% 증가했습니다.	This year the actual exports increased by 5%.	148 | 0.63
1098	마련하다		maryeonhada	v.	prepare for	이런 자리를 마련하게 되어서 영광입니다.	I am honored to prepare for this kind of opportunity.	148 | 0.90
1099	달러		dalleo	n.b.	dollar	이건 미국에서 몇 달러나 할까?	How many dollars will this be in America?	148 | 0.58
1100	바뀌다		bakkwida	v.	change, turn into	세상이 완전히 바뀌었어.	The world has completely changed.	148 | 0.93
1101	마당	1	madang	n.	yard	마당에도 꽃이 폈다.	The flowers bloomed in the yard.	148 | 0.77
1102	싸우다		ssauda	v.	fight	형제들이 싸운다.	The brothers are fighting.	147 | 0.86
1103	자금		jageum	n.	fund	검찰이 자금의 출처를 조사 중이야.	The prosecution is investigating the source of the fund.	147 | 0.67
1104	초	1	cho	n.b.	beginning (of)	다음 달 초에 미국에 가세요?	Are you going to the USA at the beginning of next month?	147 | 0.84
1105	다만		daman	adv.	only, just, simply	다만 이걸 명심해야 한다.	Simply remember this.	147 | 0.99
1106	회담		hoedam	n.	talk, meeting, conference	다음 회담에서 논의될 사항은 무엇입니까?	What are the issues that will be discussed at the next conference?	147 | 0.61
1107	지난해		jinanhae	n.	last year	지난해에는 가뭄이 들었었잖아.	Last year we had a drought.	146 | 0.34
1108	남	2	nam	n.	male	이런 일에 남과 여를 구분하는 것은 옳지 않아.	It’s not right to distinguish between male and female in this matter.	146 | 0.37
1109	일반		ilban	n.	general	일반 관객들은 지금 입장하실 수 없습니다.	General audience members cannot enter now.	146 | 0.86
1110	머	2	meo	pron.	what (COLLOQUIAL)	저 사람이 너한테 머 줬니?	What did the person give you?	146 | 0.21
1111	옳다		olda	a.	right, proper	네가 옳다.	You are right.	146 | 0.85
1112	관리	1	gwanri	n.	management	재정 관리는 누가 합니까?	Who manages the finance?	146 | 0.79
1113	공장		gongjang	n.	factory	직원들은 공장에서 열심히 일했다.	The employees worked hard in the factory.	146 | 0.96
1114	지원		jiwon	n.	support	여러분의 열성적인 지원에 감사드립니다.	Thank you for your enthusiastic support.	146 | 0.75
1115	질문		jilmun	n.	question	몇 가지 질문을 드리고 싶습니다.	I want to ask a few questions.	146 | 0.92
1116	이론		iron	n.	theory	이론을 먼저 이해하고 자료를 살펴봐.	Understand the theory first and then examine the data.	146 | 0.78
1117	줄	2	jul	n.	string, rope, line	풍선이 줄에 매달려 있네.	The balloon is dangling off the rope.	146 | 0.80
1118	개월		gaewol	n.b.	COUNTER (month)	몇 개월 동안 한국에 계실 거예요?	How many months will you stay in Korea?	146 | 0.84
1119	신경		singyeong	n.	nerve; thought; mind	그 노래가 신경에 거슬렸다.	That song got on my nerves.	145 | 0.94
1120	너희		neohui	pron.	PLURAL, you	너희 어디 사니?	Where do you live?	144 | 0.78
1121	보다	4	boda	adv.	more, than, to	누가 너보다 키가 더 크니?	Who is taller than you?	144 | 0.93
1122	처녀		cheonyeo	n.	single woman; virgin	이모는 평생 처녀로 사셨지.	My aunt lived as a single woman.	144 | 0.65
1123	인하다		inhada	v.	be caused by, arise	폭발로 인한 피해는 심각했다.	The damage caused by the explosion was serious.	144 | 0.93
1124	려면/으려면		ryeomyeon/euryeomyeon	e.	CONNECTIVE, in order to	꿈을 이루려면 열정이 필요해.	In order to achieve your dreams, you need passion.	144 | 0.97
1125	교회		gyohoe	n.	church	그는 일요일마다 교회에 나갔다.	He attended church every Sunday.	144 | 0.85
1126	요새		yosae	n.	recently, lately	요새 유행하는 색이 뭐지?	What is the trendy color these days?	143 | 0.34
1127	숨		sum	n.	breath, respiration	깊은 숨을 들이마시세요.	Take a deep breath.	143 | 0.88
1128	대	3	dae	n.b.	COUNTER (car, computer, etc.)	차 두 대가 주차해 있네.	There are two parked cars.	143 | 0.86
1129	핵		haek	n.	nuclear (power, weapon), nucleus	핵 발전소가 새로 건설되었다.	A new nuclear power station was constructed.	143 | 0.66
1130	늙다		neuk	v.	get old, age	부모님이 몇 년 동안에 많이 늙으셨어.	My parents aged a lot in several years.	143 | 0.73
1131	층		cheung	n.	COUNTER (floor)	이 아파트 몇 층에 사세요?	What floor of this apartment building do you live on?	143 | 0.97
1132	든가/이든가		deunga	p.conj.	either … or …	바닷가든가 산이든가 놀러 가자.	Let’s go to either the seashore or the mountains.	143 | 0.59
1133	강조하다		gangjohada	v.	emphasize, highlight	조직은 능률은 강조하지.	Organizations emphasize efficiency.	142 | 0.86
1134	기준		gijun	n.	standard, criterion	인원을 선발하는 기준이 무엇입니까?	What is the standard for selecting members?	142 | 0.81
1135	시작되다		sijakdoeda	v.	start, begin	벌써 식이 시작되었니?	Has the ceremony already started?	142 | 0.98
1136	ㄹ수록/을수록		lsurok/eulsurok	e.	CONNECTIVE, the more/less … the more/less …	날이 갈수록 건강이 좋아지고 있어요.	As the days have gone by, my health has been more or less improving.	142 | 1.00
1137	다양하다		dayanghada	a.	diverse	사람들 사이에는 다양한 문화가 존재한다.	There are diverse cultures among people.	142 | 0.83
1138	일곱		ilgop	num.	seven	일곱 명이 방에 있어요.	Seven people are in the room.	142 | 0.51
1139	경험		gyeongheom	n.	experience	여행사에서는 다양한 경험을 한 사람들을 선호하지.	Travel agencies prefer people with various experiences.	142 | 0.94
1140	교사		gyosa	n.	teacher, instructor	교사로서 책임을 다하세요.	Take full responsibility as a teacher.	142 | 0.89
1141	언론		eollon	n.	press, media	언론에서는 사실을 보도하지 않았다.	The press didn’t report the fact.	142 | 0.82
1142	사회적		sahoejeok	n.	social, societal	그는 사회적 지위나 성공에 집착하지 않아.	He is not obsessed with social status or success.	142 | 0.81
1143	봄		bom	n.	spring	봄이 왔구나.	Spring has come.	142 | 0.91
1144	나타내다		natanaeda	v.	appear, show	현우는 자신의 의도를 전혀 나타내지 않는다.	Hyunwu never reveals his intentions.	142 | 0.85
1145	주변		jubyeon	n.	surroundings, periphery, neighborhood	주변 국가들의 반응이 좋지 않지.	The responses from surrounding nations are not good.	142 | 0.95
1146	셈		sem	n.b.	calculation, sum; the same; intention	셈을 똑바로 해야지.	You need to do the calculations accurately.	142 | 0.99
1147	낮다		natda	a.	low	천장이 낮아서 방이 답답해 보이네.	The room looks stuffy because the ceiling is low.	141 | 0.97
1148	만큼	2	mankeum	p.sub.	as much as, as … as, like	남동생이 나만큼 컸더군.	My younger brother has gotten as tall as I am.	141 | 0.91
1149	정치적		jeongchijeok	n.	political	그는 정치적 야망을 가진 인물이야.	He is someone with great political ambitions.	141 | 0.86
1150	원하다		wonhada	v.	desire, wish	원하는 걸 말해 봐.	Tell me what you want.	141 | 0.95
1151	참다		chamda	v.	suppress, retain (oneself)	나는 화를 참았다.	I suppressed my anger.	141 | 0.86
1152	이해		ihae	n.	understanding	나는 급히 고객의 이해를 구했다.	I urgently asked for the customer’s understanding.	141 | 0.87
1153	부리다		buri	v.	show, make	돌고래가 재주를 부렸어.	The dolphins showed off their talent.	140 | 0.77
1154	주제		juje	n.	topic, thesis, theme	그 질문은 주제에서 벗어났다.	The question was unrelated to the topic.	140 | 0.88
1155	강하다	1	ganghada	a.	strong, firm	이 쇠는 아주 강해.	This iron is really firm.	140 | 0.96
1156	진짜	2	jinjja	adv.	really, genuinely	진짜 할 말이 없네요.	I really don’t have anything to say.	140 | 0.07
1157	여인		yeoin	n.	woman	그 그림은 아름다운 여인의 초상화였어.	The picture was a portrait of a beautiful woman.	140 | 0.92
1158	돕다		dopda	v.	help	저는 가난한 이웃을 돕고 싶어요.	I want to help my poor neighbors.	140 | 0.90
1159	아이고		aigo	exc.	oh my goodness, gosh	아이고, 힘들다.	Gosh, it’s hard.	139 | 0.27
1160	요구하다		yoguhada	v.	require, request	제가 떠나라고 요구하시는 겁니까?	Are you requesting that I leave?	139 | 0.89
1161	대답		daedap	n.	answer, reply	제 질문에 대답을 해 주셔야지요.	You need to answer my question.	139 | 0.85
1162	아기		agi	n.	baby	아기가 울어요.	A baby is crying.	139 | 0.92
1163	자는		janeun	e.r.	RELATIVE, PROPOSE	민서는 같이 영화 보자는 약속을 잊었다.	Minseo forgot her promise to watch a movie together.	139 | 0.97
1164	세력		seryeok	n.	power, strength	정치인들의 세력 다툼에 낄 필요는 없어.	It is not necessary to be part of a power struggle.	139 | 0.89
1165	빠지다	2	ppajida	v.	fall out; deflate; drain	머리가 자꾸 빠지네요.	My hair keeps falling out.	139 | 0.84
1166	감독		gamdok	n.	director	감독의 신호에 따라 선수는 공을 던졌다.	The player threw the ball the way the director signaled.	139 | 0.68
1167	오십		osip	num.	fifty	남자는 한 오십쯤 되어 보였어요.	The man looked to be about fifty.	139 | 0.30
1168	올라오다		ollaoda	v.	come up	이모가 지방에서 올라오셨어.	My aunt came up from the province.	139 | 0.69
1169	이곳		igot	pron.	this place, here	이곳은 누가 관리를 합니까?	Who manages this place?	138 | 0.99
1170	청년		cheongnyeon	n.	young man, young people	청년 하나가 가게로 들어왔다.	A young man entered the store.	138 | 0.93
1171	러시아		reosia	n.	Russia	러시아에는 한국계 동포들이 살고 있다.	There are many overseas Koreans in Russia.	138 | 0.79
1172	프로그램		peurogeuraem	n.	program	이 프로그램이 인기가 높다던데.	This program seems to be popular.	138 | 0.83
1173	박사		baksa	n.	PhD; expert	다음 학기에 현우도 박사가 되겠구나.	Hyunwu will be a PhD next semester.	138 | 0.93
1174	대문		daemun	n.	gate	어머니께선 대문 앞에 나와 계셨어.	My mother was in front of the gate.	138 | 0.60
1175	주	2	ju	n.	state, province	미국 어느 주에 사세요?	What state in the US do you live in?	138 | 0.62
1176	남기다		namgida	v.	leave, save, set aside	어머니께서는 밥을 남기면 야단을 치셨어.	Mom scolded us when we left some rice.	137 | 1.00
1177	평가		pyeongga	n.	evaluation	제품이 뛰어난 평가를 받았거든.	The product received an outstanding evaluation.	137 | 0.78
1178	업체		eopche	n.	business, company	업체에서 부품 공급이 지연됐어.	Part of the supply was postponed by the company.	137 | 0.44
1179	열심히		yeolsimhi	adv.	hard, diligently	민준이는 공부를 열심히 합니다.	Minjun studies hard.	137 | 0.82
1180	후보		hubo	n.	candidate	회장 후보로 나선 사람들이 몇 명이지?	How many people ran as presidential candidates?	137 | 0.50
1181	섬		seom	n.	island	그는 섬에서 여생을 보내고 싶어해.	He wants to spend the rest of his life on an island.	137 | 0.87
1182	여름		yeoreum	n.	summer	여름에는 썬크림을 꼭 바르세요.	Make sure to wear sunblock in the summer.	137 | 0.94
1183	뜨다	2	tteuda	v.	float	물에 몸이 뜨는구나.	My body floats in the water.	136 | 0.70
1184	생산		saengsan	n.	production	공장은 생산을 중단해야 했다.	The factory should stop production.	136 | 0.79
1185	구	3	gu	num.	nine	제 번호는 구 번이에요.	My number is nine.	136 | 0.21
1186	공부하다		gongbuhada	v.	study	혼자 공부하는 건 힘들다.	Studying alone is very difficult.	136 | 0.73
1187	설명		seolmyeong	n.	explanation	제 설명을 들으세요.	Listen to my explanation.	136 | 0.89
1188	반드시		bandeusi	adv.	surely, certainly	제가 반드시 다시 올게요.	Certainly, I’ll come again.	136 | 0.95
1189	전국		jeonguk	n.	whole country	우리 극단은 전국을 돌며 공연한다.	Our theater group travels the whole country and performs.	136 | 0.73
1190	어린이		eorini	n.	children	어린이는 미래의 희망입니다.	Children are the hope for the future.	136 | 0.75
1191	차원		chawon	n.	level, dimension	환경문제는 국가적 차원에서 해결해야 합니다.	Environmental issues must be solved at the national level.	135 | 0.86
1192	공동		gongdong	n.	joint, communal	공동 주택은 좀 불편해.	Communal housing is somewhat inconvenient.	135 | 0.78
1193	받아들이다		badadeurida	v.	take, accept, receive	현실을 받아들이기에 서연이는 아직 어려요.	Seoyeon is too young to accept reality.	135 | 0.98
1194	찾아가다		chajagada	v.	visit, go	나는 그를 찾아갔다.	I visited him.	135 | 0.89
1195	노동		nodong	n.	labor	그들은 노동의 댓가를 요구하는 거라구.	They are requesting a reward for their labor.	135 | 0.87
1196	사고	1	sago	n.	accident	사고가 났어.	An accident happened.	134 | 0.88
1197	끊다		kkeunda	v.	disconnect, hang up	빨리 전화를 끊었어요.	I hung up the phone quickly.	134 | 0.76
1198	부자		buja	n.	rich	우리는 부자가 부럽지 않아요.	We are not envious of the rich.	134 | 0.53
1199	공간		gonggan	n.	space	전시를 위해서는 공간이 너무 좁군요.	The space is too narrow for the exhibition.	134 | 0.93
1200	편	1	pyeon	n.b.	side	어머니는 누구 편도 들지 않으셨어요.	My mother did not take either side.	134 | 0.92
1201	빛		bit	n.	light	그는 어둠 속의 빛처럼 환하게 빛나더구나.	He was sparkling like a light in the darkness.	134 | 0.97
1202	터지다		teojida	v.	explode	풍선이 터져 버렸어요.	The balloon exploded.	134 | 0.90
1203	떼다		tteda	v.	detach	사람들이 포스터를 떼려고 해요.	People are trying to pull the poster down.	134 | 0.86
1204	아이	2	ai	exc.	oh, ah, oh my	아이, 왜 이러니?	Oh, why do you do this?	133 | 0.17
1205	자동차		jadongcha	n.	car, automobile	삼촌이 아버지 자동차를 몰고 갔는데요.	My uncle drove my dad’s car.	133 | 0.91
1206	냥		nyang	n.b.	COUNTER (gold, silver, money in old times)	금 한 냥이 얼마지요?	How much is one nyang of gold?	133 | 0.25
1207	확인하다		hwaginhada	v.	confirm	제가 그에게 확인할 게 있어서요.	I have something to confirm with him.	133 | 0.98
1208	키우다		kiu	v.	raise, bring up, grow	그는 시골에서 소와 닭을 키운다.	He raises cows and hens in the countryside.	133 | 0.84
1209	드러나다		deureonada	v.	reveal, appear	그의 정체가 명백히 드러났다.	His identity was clearly revealed.	132 | 0.97
1210	분명하다		bunmyeonghada	a.	clear, obvious	내가 지갑을 집에 놓고 온 게 분명해.	It is obvious that I left my wallet at home.	132 | 1.00
1211	반대		bandae	n.	opposition	그들은 내 제안에 반대를 표했습니다.	They expressed opposition to my proposal.	132 | 0.93
1212	자주		jaju	adv.	frequently, often	민서는 운동을 자주 한다.	Minseo works out frequently.	132 | 0.96
1213	현재	2	hyeonjae	n.	current time, present, now	현재까지 서울에는 비가 온다.	Up to now it has been raining in Seoul.	132 | 0.89
1214	벽		byeok	n.	wall, barrier	벽에 손을 대 보세요.	Please place your hands on the wall.	132 | 0.94
1215	라고/으라고	2	rago/eurago	e.	FINAL, COMMAND	이제 일 그만하고 쉬라고.	Stop working and take a rest.	132 | 0.43
1216	뭣		mwot	pron.	what	네 손에 든 게 뭣이냐?	What’s in your hand?	132 | 0.43
1217	태어나다		taeeonada	v.	be born	나는 대전에서 태어났어.	I was born in Daejeon.	132 | 0.98
1218	벗어나다		beoseonada	v.	get out of; deviate	도시를 벗어나 교외로 가자.	Let’s escape from the city and go to the suburbs.	132 | 0.99
1219	종		jong	n.	species, kind	다윈이 종의 기원을 썼다.	Darwin wrote The Origin of Species.	132 | 0.91
1220	매		mae	n.	rod, lash	아버지는 매를 드셨어.	My father held a rod.	132 | 0.53
1221	밝다		bakda	a.	bright, light; dawn	달이 밝구나.	The moon is bright.	131 | 0.91
1222	겪다		gyeokda	v.	experience	민준은 여러 가지 일을 겪었어.	Minjun experienced a variety of things.	131 | 0.96
1223	이기다		igida	v.	win	이번 선거에는 어느 당이 이겼나요?	Which party won in this election?	131 | 0.91
1224	새로		saero	adv.	newly	주인이 직원을 새로 뽑았어.	The owner newly hired the employee.	131 | 0.90
1225	거치다		geochida	v.	go through, pass	기차가 대전을 거쳐서 서울로 와.	The train arrives in Seoul, passing through Daejeon.	131 | 0.93
1226	한편	1	hanpyeon	adv.	meanwhile	한편, 연휴에 교통사고가 많았습니다.	Meanwhile, there were lots of car accidents during the holidays.	131 | 0.78
1227	잠깐	1	jamkkan	adv.	for a moment, briefly	잠깐만 기다려 주시겠어요?	Would you please wait for a minute?	131 | 0.63
1228	장	2	jang	n.	chapter; COUNTER (chapter)	이 책은 3 장이 중요해.	Chapter 3 of this book is important.	131 | 0.83
1229	위원		wiwon	n.	member (of a committee)	여당은 다섯 명의 위원들을 선출했다.	The leading party elected five members.	131 | 0.76
1230	갖추다		gatchuda	v.	have, be equipped with	회사는 내부에 세탁실도 갖추고 있더군.	The company is equipped with laundry rooms inside.	130 | 0.93
1231	틀리다		teullida	v.	be wrong, incorrect; make a mistake	제가 틀린 건가요?	Was I wrong?	130 | 0.64
1232	넓다		neolda	a.	broad, spacious	집이 아주 넓군요.	The house is very spacious.	130 | 0.94
1233	서/이서		seo/iseo	p.case	SUBJECT MARKER	학생 둘이서 선생을 찾아갔다.	Two students visited the teacher.	130 | 0.67
1234	녀석		nyeoseok	n.b.	guy, fellow	그 녀석이 수업에 안 간 모양입니다.	That guy seems to have skipped class today.	130 | 0.77
1235	계속하다		gyesokada	v.	continue, keep (on)	그들은 연구를 계속했다.	They continued their research.	130 | 0.93
1236	쥐다		jwida	v.	hold, clench, grasp	선수가 손에 공을 쥐고 있었어요.	A player was holding a ball in his hand.	130 | 0.79
1237	주민		jumin	n.	resident	주민들이 학교 운동장에서 운동을 하네요.	The residents are exercising in the school playground.	130 | 0.86
1238	겨울		gyeoul	n.	winter	겨울에 눈이 많이 온다.	It snows a lot in the winter.	130 | 0.97
1239	딴		ttan	adn.	another, irrelevant, any other	딴 일에 정신을 팔지 마세요.	Don’t pay attention to any other matter.	130 | 0.45
1240	여섯		yeoseot	num.	six	저녁 여섯 시까지 근무합니다.	I work till 6:00 pm.	130 | 0.60
1241	언제	2	eonje	pron.	when	언제 한국에 오셨어요?	When did you come to Korea?	130 | 0.85
1242	펴다		pyeoda	v.	unfold, straighten; press out	어머니가 다리미로 바지 주름을 폈다.	Mother pressed the wrinkles out of the pants with an iron.	130 | 0.94
1243	쌓다		ssatda	v.	pile up, stack up, build	책상에 책을 쌓아 두었지.	I piled up books on the desk.	129 | 0.81
1244	영국		yeongguk	n.	Britain	영국은 신사의 나라로 통한다.	Britain is known as a kingdom of gentlemen.	129 | 0.87
1245	독일		dogil	n.	Germany	독일의 기술력은 믿기 힘들 정도야.	German technology is incredible.	129 | 0.83
1246	달리다	1	dallida	v.	run, race	지민이는 달리기 시작했다.	Jimin started to run.	129 | 0.93
1247	양	1	yang	n.	quantity, amount, volume	양보다 질이 먼저야.	The quality surpasses the quantity.	129 | 0.88
1248	알리다		allida	v.	inform, notify, report	이 소식을 모두에게 알렸다.	We informed everyone of the news.	129 | 0.98
1249	수업		sueop	n.	class, lesson	선생님은 수업 중이세요.	The teacher is in the middle of class.	129 | 0.68
1250	자고		jago	e.	CONNECTIVE, QUOT., PROPOSE	영화 보러 가자고 친구와 약속했어요.	I promised my friend to go and see a movie.	129 | 0.83
1251	사태		satae	n.	situation, state of affairs	사태가 매우 심각해요.	The situation is very serious.	129 | 0.85
1252	석	1	seok	adn.	three	운동을 석 달쯤 했어.	I did exercise for about three months.	129 | 0.46
1253	흔들다		heundeulda	v.	shake	손을 흔들면서 인사하세요.	Please shake hands while greeting.	129 | 0.81
1254	마치다		machida	v.	finish	이제 오늘 강의를 마치겠습니다.	Now I will finish today’s lecture.	129 | 0.94
1255	대답하다		daedapada	v.	answer	아이의 대답하는 목소리가 점점 작아졌어요.	The voice of the child who was answering gradually got smaller.	129 | 0.89
1256	냄새		naemsae	n.	smell	집에서 이상한 냄새가 나네.	There’s a strange smell at home.	128 | 0.89
1257	둘째		duljjae	num.	second	민지는 둘째로 태어났지요.	Minji was born second.	128 | 0.88
1258	원인		wonin	n.	reason	사고의 원인은 무엇입니까?	What’s the reason for the accident?	128 | 0.92
1259	걸치다		geolchida	v.	wear, put on; cover	손님은 값비싼 코트를 걸치고 있었어.	The customer wore an expensive coat.	128 | 0.99
1260	광고		gwanggo	n.	advertisement	회사는 광고 수익을 모두 기부했어.	The company donated all its profits from advertisements.	128 | 0.87
1261	자라다		jarada	v.	grow (up), be raised	아이는 자라서 어른이 된다.	A child grows up to be an adult.	128 | 0.93
1262	거	2	geo	pron.	thing	그런 거에 신경 쓰지 마세요.	Don’t let that sort of thing bother you.	127 | 0.18
1263	오늘날		oneullal	n.	today, present	오늘날 과학의 발전은 대단하다.	Today the advancement of science is magnificent.	127 | 0.82
1264	든지		deunji	e.	CONNECTIVE, whether … or …	네가 하든지 말든지 상관 없어.	It doesn’t matter whether you do it or not.	127 | 0.58
1265	인사	1	insa	n.	greeting, salutation	사회 생활의 기본은 인사다.	The basis of social activities is saying hello.	127 | 0.82
1266	어깨		eokkae	n.	shoulder	어깨를 좀 다쳤어.	I hurt my shoulder a little.	127 | 0.85
1267	형님		hyeongnim	n.	elder brother	형님은 개인 사업을 하십니다.	My older brother runs a private business.	127 | 0.62
1268	정권		jeonggwon	n.	regime, administration	새 정권은 법적 절차를 바꿨다.	The new regime changed the legal process.	127 | 0.87
1269	사정		sajeong	n.	circumstances, reason	서연이도 사정이 있을 거야.	Seoyeon must have some reason.	126 | 0.97
1270	낮		nat	n.	day, daytime	강아지는 낮에 잡니다.	The puppy sleeps during the day.	126 | 0.74
1271	찾아오다		chajaoda	v.	visit, drop by	누가 어머니를 찾아오셨다.	Someone visited my mother.	126 | 0.92
1272	저거		jeogeo	pron.	that, that thing	저건 뭐에 쓰는 겁니까?	What is that thing for?	126 | 0.09
1273	중간		junggan	n.	middle, center	현우가 학기 중간에 휴학을 했어.	Hyunwu took a break in the middle of the semester.	126 | 0.79
1274	프랑스		peurangseu	n.	France	프랑스는 치즈와 와인이 유명하지.	France is famous for cheese and wine.	126 | 0.82
1275	여전히		yeojeonhi	adv.	still	너는 여전히 사탕을 좋아하는구나.	You still like candies.	125 | 0.98
1276	다루다		daruda	v.	deal with, handle, treat	아버지는 말을 잘 다루세요.	My father handles the horse well.	125 | 0.93
1277	분명히		bunmyeonghi	adv.	clearly, distinctly	분명히 내가 먼저 사과했다구요.	Clearly, I apologized first.	125 | 0.89
1278	법	2	beop	n.b.	way, law	누구든지 의사 표현의 자유가 있는 법이다.	People should have freedom of speech.	125 | 0.93
1279	달리		dalli	adv.	in any other way, differently	이전과 달리 그는 상냥하게 대답했다.	He answered kindly, unlike the last time.	125 | 0.98
1280	별	1	byeol	adn.	different, unusual	미국 생활도 한국과 별 다를 바가 없군요.	American life is not unusually different from Korean life.	125 | 0.76
1281	수사		susa	n.	investigation	경찰의 수사가 오늘부터 시작된다.	The police investigation starts today.	125 | 0.71
1282	실제로		siljero	adv.	really, actually	실제로 내 나이는 스물 셋이에요.	Actually I am twenty-three years old.	125 | 0.91
1283	아다가/어다가		adaga/eodaga	e.	CONNECTIVE, while … , on …	집에 가다가 잠시 들렀어요.	I stopped by on the way home.	124 | 0.43
1284	위	2	wi	n.b.	ranking	새로운 곡은 몇 위쯤 할까요?	How will the new song rank?	124 | 0.72
1285	놓이다		noida	v.	be placed at; be relaxed	책은 책상에 놓여 있네.	The book is placed on the desk.	124 | 0.95
1286	한번		hanbeon	n.	once, one time	이거 한번 드셔 보세요.	Please try this once.	124 | 0.68
1287	가격		gagyeok	n.	price	이 제품의 가격이 내렸구나.	The price of this product went down.	124 | 0.72
1288	새벽		saebyeok	n.	dawn, daybreak	어머니는 새벽마다 기도를 하셨지요.	My mother prayed every day at daybreak.	124 | 0.92
1289	피다		pida	v.	bloom, blossom	장미가 벌써 피었더라.	The roses have already bloomed.	124 | 0.76
1290	결정		gyeoljeong	n.	decision	나는 어느 대학에 갈지 결정을 했다.	I made a decision about what school I will go to.	124 | 0.89
1291	현		hyeon	adn.	present, current	현 대통령도 그 지역 출신이야.	The current president is from that region.	124 | 0.87
1292	매다		maeda	v.	tie, tighten	그는 서둘러 넥타이를 맸다.	He tied a blue necktie in a hurry.	123 | 0.54
1293	낫다	1	natda	a.	better, superior to	신제품이 훨씬 낫다.	The new product is much better.	123 | 0.76
1294	부산		busan	n.	Busan	부산은 항구야.	Busan is a port.	123 | 0.82
1295	그동안		geudongan	n.	meanwhile, in the meantime	그동안 잘 지내셨어요?	In the meantime, how have you been?	123 | 0.86
1296	백만		baengman	num.	million	새로 나온 영화는 백만 관객을 넘겼어.	Over a million viewers watched the new movie.	123 | 0.77
1297	허리		heori	n.	waist	할아버지께서 허리를 다치셨어.	Grandfather hurt his waist.	123 | 0.82
1298	흔히		heunhi	adv.	commonly, frequently	그런 사람은 흔히 볼 수 있다.	That sort of person can be seen frequently.	123 | 0.84
1299	집다		jipda	v.	pick up	난 젓가락으로 그걸 집었어.	I picked it up with chopsticks.	123 | 0.59
1300	쓰이다		sseuida	v.	be used, serve as	학교 건설에 쓰일 자금을 모금하고 있습니다.	We are raising funds to be used to build a school.	122 | 0.86
1301	끼다	1	kkida	v.	insert (in/between); wear	손에 반지를 한 번 껴 보았어.	I tried to wear the ring on my finger.	122 | 0.71
1302	유럽		yureop	n.	Europe	저는 여름에 유럽에 가겠습니다.	I will go to Europe in the summer.	122 | 0.82
1303	당장		dangjang	n.	right now, right away	지금 당장 출발합시다.	Let’s leave right now.	122 | 0.89
1304	선수		seonsu	n.	player, athlete	내 꿈은 유명한 축구 선수가 되는 거예요.	My dream is to be a famous football player.	122 | 0.74
1305	여		yeo	n.	female, womankind	화장실이 남과 여로 구분되어 있어요.	The bathrooms are divided into male and female.	122 | 0.46
1306	건물		geonmul	n.	building	사무실이 이 건물에 있습니까?	Is your office located in this building?	122 | 0.99
1307	짧다		jjalda	a.	short	난 긴 머리를 짧게 잘랐다.	I cut my long hair short.	122 | 0.94
1308	살	2	sal	n.	flesh, skin	소녀의 살이 유난히 희다.	The girl’s skin was particularly white.	122 | 0.66
1309	증인		jeungin	n.	witness	나는 증인으로 법정에 서야 해.	I have to appear in court as a witness.	121 | 0.34
1310	마누라		manura	n.	wife (SLANG)	마누라 잔소리가 그립네.	I miss my wife’s nagging.	121 | 0.44
